RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:APP,MEASURED ROUNDS,year,measure
1,1,Sergio Garcia,65,1.211,60.568,50,2004,sg_app_green
2,2,Vijay Singh,112,1.116,99.362,89,2004,sg_app_green
3,3,Scott Verplank,92,0.971,66.045,68,2004,sg_app_green
4,4,David Toms,80,0.968,57.089,59,2004,sg_app_green
5,5,Justin Rose,77,0.882,55.557,63,2004,sg_app_green
6,6,Tiger Woods,78,0.873,47.152,54,2004,sg_app_green
7,7,Jay Haas,84,0.862,52.561,61,2004,sg_app_green
8,8,Jeff Sluman,98,0.76,62.321,82,2004,sg_app_green
9,9,Stewart Cink,103,0.724,57.22,79,2004,sg_app_green
10,10,Scott Hoch,52,0.721,33.144,46,2004,sg_app_green
11,11,Stephen Ames,97,0.712,56.928,80,2004,sg_app_green
12,12,Ernie Els,62,0.709,29.069,41,2004,sg_app_green
13,13,John Huston,62,0.701,31.528,45,2004,sg_app_green
14,14,Lee Janzen,84,0.692,48.41,70,2004,sg_app_green
15,15,Tim Clark,84,0.691,49.042,71,2004,sg_app_green
16,16,Joey Sindelar,100,0.679,60.427,89,2004,sg_app_green
17,17,Robert Allenby,93,0.675,48.592,72,2004,sg_app_green
18,18,Chad Campbell,100,0.66,50.849,77,2004,sg_app_green
T19,T19,Jerry Kelly,113,0.616,54.224,88,2004,sg_app_green
T19,T19,Bernhard Langer,59,0.616,25.89,42,2004,sg_app_green
21,21,Retief Goosen,56,0.604,24.166,40,2004,sg_app_green
22,22,Phil Mickelson,83,0.597,32.217,54,2004,sg_app_green
23,23,Tom Lehman,70,0.596,34.586,58,2004,sg_app_green
24,24,Adam Scott,55,0.571,22.835,40,2004,sg_app_green
25,25,Duffy Waldorf,79,0.568,33.518,59,2004,sg_app_green
26,26,Luke Donald,72,0.563,34.896,62,2004,sg_app_green
27,27,Dudley Hart,60,0.557,25.625,46,2004,sg_app_green
28,28,Kenny Perry,79,0.512,31.732,62,2004,sg_app_green
29,29,Chris DiMarco,105,0.508,39.145,77,2004,sg_app_green
30,30,Shigeki Maruyama,93,0.493,38.424,78,2004,sg_app_green
31,31,Bart Bryant,73,0.484,31.442,65,2004,sg_app_green
32,32,Bob Estes,73,0.48,24.495,51,2004,sg_app_green
33,33,José María Olazábal,56,0.474,19.91,42,2004,sg_app_green
34,34,Fred Funk,97,0.456,37.817,83,2004,sg_app_green
35,35,Joe Durant,85,0.453,34.457,76,2004,sg_app_green
36,36,Vaughn Taylor,84,0.426,32.836,77,2004,sg_app_green
37,37,Carlos Franco,99,0.413,37.196,90,2004,sg_app_green
38,38,Justin Leonard,90,0.379,24.616,65,2004,sg_app_green
39,39,Robert Gamez,103,0.378,34.022,90,2004,sg_app_green
40,40,Briny Baird,100,0.374,30.262,81,2004,sg_app_green
41,41,Fred Couples,54,0.37,16.282,44,2004,sg_app_green
42,42,Cameron Beckman,99,0.364,31.634,87,2004,sg_app_green
43,43,Robert Damron,92,0.356,29.906,84,2004,sg_app_green
44,44,Mike Weir,75,0.351,19.309,55,2004,sg_app_green
45,45,Woody Austin,94,0.35,29.066,83,2004,sg_app_green
46,46,Steve Lowery,91,0.339,25.072,74,2004,sg_app_green
47,47,K.J. Choi,83,0.338,21.308,63,2004,sg_app_green
T48,T48,Ted Purdy,114,0.322,33.129,103,2004,sg_app_green
T48,T48,Rory Sabbatini,89,0.322,23.838,74,2004,sg_app_green
50,50,Jeff Maggert,60,0.303,15.16,50,2004,sg_app_green
51,51,Danny Briggs,85,0.298,22.36,75,2004,sg_app_green
52,52,Peter Lonard,68,0.294,15.899,54,2004,sg_app_green
53,53,Kirk Triplett,88,0.292,19.267,66,2004,sg_app_green
54,54,Billy Andrade,104,0.291,26.808,92,2004,sg_app_green
55,55,J.L. Lewis,106,0.285,25.356,89,2004,sg_app_green
56,56,Loren Roberts,81,0.277,18.819,68,2004,sg_app_green
57,57,Ben Curtis,56,0.274,11.251,41,2004,sg_app_green
58,58,Bob Tway,90,0.269,17.732,66,2004,sg_app_green
59,59,Heath Slocum,92,0.257,21.33,83,2004,sg_app_green
60,60,Alex Cejka,76,0.255,14.553,57,2004,sg_app_green
61,61,Brad Faxon,94,0.251,17.575,70,2004,sg_app_green
62,62,Kent Jones,99,0.247,21.524,87,2004,sg_app_green
63,63,Rocco Mediate,53,0.242,8.721,36,2004,sg_app_green
64,64,Steve Flesch,109,0.24,19.705,82,2004,sg_app_green
T65,T65,Davis Love III,85,0.232,14.169,61,2004,sg_app_green
T65,T65,Arron Oberholser,77,0.232,14.393,62,2004,sg_app_green
67,67,John Riegger,53,0.231,11.32,49,2004,sg_app_green
68,68,Brian Gay,96,0.23,20.217,88,2004,sg_app_green
69,69,David Peoples,82,0.225,16.89,75,2004,sg_app_green
70,70,Tom Pernice Jr.,103,0.222,19.117,86,2004,sg_app_green
71,71,Tim Herron,84,0.212,13.963,66,2004,sg_app_green
72,72,Freddie Jacobson,83,0.209,13.187,63,2004,sg_app_green
73,73,Bo Van Pelt,107,0.194,15.927,82,2004,sg_app_green
74,74,Chris Riley,78,0.192,10.174,53,2004,sg_app_green
75,75,Frank Lickliter II,89,0.191,14.91,78,2004,sg_app_green
76,76,Nick Price,51,0.182,6.569,36,2004,sg_app_green
77,77,John Senden,99,0.177,15.225,86,2004,sg_app_green
78,78,John Cook,57,0.175,8.377,48,2004,sg_app_green
79,79,Tom Byrum,83,0.174,12.496,72,2004,sg_app_green
80,80,Michael Allen,87,0.16,12.312,77,2004,sg_app_green
81,81,Omar Uresti,85,0.147,11.207,76,2004,sg_app_green
82,82,David Branshaw,84,0.14,10.061,72,2004,sg_app_green
83,83,Neal Lancaster,106,0.133,12.36,93,2004,sg_app_green
84,84,Zach Johnson,109,0.128,11.41,89,2004,sg_app_green
85,85,Ryan Palmer,103,0.12,10.817,90,2004,sg_app_green
86,86,Jason Bohn,98,0.119,10.434,88,2004,sg_app_green
T87,T87,Todd Fischer,104,0.115,10.615,92,2004,sg_app_green
T87,T87,Kevin Na,100,0.115,9.903,86,2004,sg_app_green
89,89,Olin Browne,92,0.112,8.88,79,2004,sg_app_green
90,90,Russ Cochran,61,0.104,5.738,55,2004,sg_app_green
91,91,Patrick Sheehan,113,0.096,9.558,100,2004,sg_app_green
92,92,Todd Hamilton,92,0.093,6.53,70,2004,sg_app_green
93,93,Chris Smith,105,0.082,7.629,93,2004,sg_app_green
94,94,Scott McCarron,88,0.081,6.051,75,2004,sg_app_green
95,95,Jonathan Kaye,79,0.08,4.986,62,2004,sg_app_green
96,96,Mark Calcavecchia,79,0.069,4.149,60,2004,sg_app_green
97,97,Stuart Appleby,84,0.066,3.879,59,2004,sg_app_green
98,98,Corey Pavin,83,0.063,4.189,67,2004,sg_app_green
T99,T99,Notah Begay III,71,0.06,3.788,63,2004,sg_app_green
T99,T99,Pat Perez,102,0.06,5.118,86,2004,sg_app_green
101,101,Brett Quigley,102,0.058,5.065,88,2004,sg_app_green
102,102,John Daly,79,0.042,2.794,67,2004,sg_app_green
103,103,D.J. Brigman,79,0.041,2.856,69,2004,sg_app_green
104,104,Lucas Glover,95,0.036,3.061,84,2004,sg_app_green
105,105,Stephen Leaney,84,0.032,1.818,57,2004,sg_app_green
106,106,Craig Barlow,80,0.028,1.916,69,2004,sg_app_green
107,107,José Coceres,68,0.022,1.367,61,2004,sg_app_green
108,108,Charles Howell III,104,0.018,1.379,76,2004,sg_app_green
109,109,Rod Pampling,98,0.014,1.062,78,2004,sg_app_green
110,110,Geoff Ogilvy,91,0.008,0.63,76,2004,sg_app_green
111,111,Hidemichi Tanaka,89,0.003,0.212,78,2004,sg_app_green
112,112,Steve Stricker,81,0.002,0.16,69,2004,sg_app_green
113,113,Shaun Micheel,93,-0.008,-0.589,70,2004,sg_app_green
114,114,Richard Johnson,102,-0.028,-2.581,93,2004,sg_app_green
115,115,Steve Elkington,64,-0.031,-1.749,56,2004,sg_app_green
116,116,Darren Clarke,54,-0.033,-1.164,35,2004,sg_app_green
117,117,Craig Parry,52,-0.037,-1.352,37,2004,sg_app_green
118,118,Carl Pettersson,100,-0.04,-3.191,79,2004,sg_app_green
119,119,J.J. Henry,103,-0.045,-4.11,91,2004,sg_app_green
120,120,Daniel Chopra,108,-0.046,-4.215,92,2004,sg_app_green
121,121,Matt Gogel,86,-0.05,-3.486,70,2004,sg_app_green
T122,T122,Dennis Paulson,71,-0.053,-3.49,66,2004,sg_app_green
T122,T122,John Rollins,90,-0.053,-3.803,72,2004,sg_app_green
T122,T122,Jay Williamson,100,-0.053,-4.746,90,2004,sg_app_green
125,125,Roland Thatcher,66,-0.057,-3.449,61,2004,sg_app_green
126,126,Steve Allan,102,-0.058,-5.077,88,2004,sg_app_green
127,127,Billy Mayfair,109,-0.06,-5.601,93,2004,sg_app_green
128,128,Harrison Frazar,86,-0.064,-4.539,71,2004,sg_app_green
129,129,Joe Ogilvie,104,-0.068,-5.743,85,2004,sg_app_green
T130,T130,Glen Day,101,-0.072,-6.302,88,2004,sg_app_green
T130,T130,Mark Hensby,97,-0.072,-5.911,82,2004,sg_app_green
132,132,Mark Wilson,62,-0.078,-4.537,58,2004,sg_app_green
133,133,Steve Pate,71,-0.081,-4.929,61,2004,sg_app_green
134,134,Jason Dufner,79,-0.087,-6.285,72,2004,sg_app_green
135,135,Craig Perks,75,-0.091,-5.762,63,2004,sg_app_green
T136,T136,Arjun Atwal,85,-0.097,-7.282,75,2004,sg_app_green
T136,T136,Gene Sauers,83,-0.097,-7.099,73,2004,sg_app_green
138,138,Mathias Grönberg,91,-0.102,-7.539,74,2004,sg_app_green
139,139,Rich Beem,81,-0.11,-6.708,61,2004,sg_app_green
T140,T140,Rich Barcelo,67,-0.111,-6.538,59,2004,sg_app_green
T140,T140,Skip Kendall,99,-0.111,-8.851,80,2004,sg_app_green
142,142,Tommy Tolles,67,-0.12,-7.346,61,2004,sg_app_green
143,143,Kevin Sutherland,86,-0.137,-9.191,67,2004,sg_app_green
144,144,J.P. Hayes,79,-0.14,-8.95,64,2004,sg_app_green
145,145,Tim Petrovic,111,-0.146,-12.711,87,2004,sg_app_green
146,146,Craig Bowden,83,-0.149,-11.155,75,2004,sg_app_green
147,147,Brenden Pappas,111,-0.154,-15.229,99,2004,sg_app_green
148,148,Tripp Isenhour,55,-0.158,-7.418,47,2004,sg_app_green
149,149,Jeff Brehaut,106,-0.161,-15.167,94,2004,sg_app_green
T150,T150,Jay Delsing,76,-0.169,-10.826,64,2004,sg_app_green
T150,T150,Niclas Fasth,61,-0.169,-8.77,52,2004,sg_app_green
T150,T150,Cliff Kresge,89,-0.169,-12.643,75,2004,sg_app_green
153,153,Pat Bates,99,-0.192,-17.242,90,2004,sg_app_green
154,154,Hunter Mahan,94,-0.198,-16.444,83,2004,sg_app_green
T155,T155,Jesper Parnevik,86,-0.209,-15.477,74,2004,sg_app_green
T155,T155,Tag Ridings,53,-0.209,-9.391,45,2004,sg_app_green
157,157,Brent Geiberger,94,-0.214,-17.974,84,2004,sg_app_green
158,158,Roger Tambellini,81,-0.219,-15.348,70,2004,sg_app_green
159,159,Bob Burns,88,-0.244,-18.998,78,2004,sg_app_green
160,160,Ben Crane,92,-0.256,-20.724,81,2004,sg_app_green
161,161,Spike McRoy,93,-0.264,-20.312,77,2004,sg_app_green
162,162,Dicky Pride,66,-0.265,-15.644,59,2004,sg_app_green
163,163,Matt Kuchar,83,-0.282,-21.701,77,2004,sg_app_green
164,164,Mike Heinen,53,-0.284,-14.468,51,2004,sg_app_green
165,165,Danny Ellis,81,-0.299,-20.607,69,2004,sg_app_green
T166,T166,Tommy Armour III,87,-0.302,-22.947,76,2004,sg_app_green
T166,T166,Brian Bateman,84,-0.302,-22.038,73,2004,sg_app_green
168,168,Hank Kuehne,91,-0.304,-25.545,84,2004,sg_app_green
169,169,Grant Waite,79,-0.314,-21.331,68,2004,sg_app_green
170,170,Kris Cox,73,-0.319,-19.432,61,2004,sg_app_green
171,171,Deane Pappas,72,-0.32,-20.474,64,2004,sg_app_green
172,172,Dean Wilson,99,-0.341,-30.996,91,2004,sg_app_green
173,173,Jonathan Byrd,85,-0.347,-25.349,73,2004,sg_app_green
T174,T174,Greg Chalmers,70,-0.35,-22.738,65,2004,sg_app_green
T174,T174,Scott Hend,81,-0.35,-24.504,70,2004,sg_app_green
176,176,Blaine McCallister,68,-0.352,-21.811,62,2004,sg_app_green
177,177,Paul Azinger,75,-0.353,-22.92,65,2004,sg_app_green
178,178,Mark O'Meara,58,-0.369,-15.143,41,2004,sg_app_green
179,179,David Frost,78,-0.39,-29.247,75,2004,sg_app_green
180,180,Guy Boros,64,-0.403,-23.748,59,2004,sg_app_green
181,181,Scott Simpson,55,-0.423,-21.577,51,2004,sg_app_green
182,182,Dan Olsen,75,-0.424,-27.542,65,2004,sg_app_green
183,183,Kevin Muncrief,50,-0.448,-20.143,45,2004,sg_app_green
184,184,Mark Brooks,72,-0.471,-26.831,57,2004,sg_app_green
185,185,Ken Duke,89,-0.488,-39.073,80,2004,sg_app_green
186,186,David Morland IV,73,-0.512,-31.749,62,2004,sg_app_green
187,187,Andre Stolz,53,-0.532,-25.532,48,2004,sg_app_green
188,188,Len Mattiace,75,-0.611,-42.736,70,2004,sg_app_green
189,189,Esteban Toledo,92,-0.639,-51.098,80,2004,sg_app_green
190,190,Dan Forsman,79,-0.653,-43.078,66,2004,sg_app_green
191,191,Aaron Baddeley,87,-0.679,-51.603,76,2004,sg_app_green
192,192,Hirofumi Miyase,65,-0.716,-40.813,57,2004,sg_app_green
193,193,Tom Carter,113,-0.76,-72.984,96,2004,sg_app_green
194,194,Brian Kortan,65,-0.815,-46.433,57,2004,sg_app_green
195,195,Chris Couch,55,-1.088,-50.037,46,2004,sg_app_green
196,196,David Gossett,57,-1.484,-75.662,51,2004,sg_app_green
1,1,Jim Furyk,94,0.982,70.67,72,2005,sg_app_green
2,2,Luke Donald,67,0.93,37.211,40,2005,sg_app_green
3,3,Kenny Perry,82,0.898,53.85,60,2005,sg_app_green
4,4,Tiger Woods,76,0.86,47.325,55,2005,sg_app_green
5,5,Loren Roberts,54,0.771,37.006,48,2005,sg_app_green
6,6,Chris DiMarco,83,0.762,44.945,59,2005,sg_app_green
7,7,Alex Cejka,84,0.761,53.251,70,2005,sg_app_green
8,8,Shigeki Maruyama,99,0.721,61.306,85,2005,sg_app_green
9,9,Robert Allenby,95,0.705,51.457,73,2005,sg_app_green
10,10,Vijay Singh,111,0.697,61.372,88,2005,sg_app_green
11,11,Bob Estes,92,0.676,54.056,80,2005,sg_app_green
12,12,Jeff Brehaut,71,0.633,39.852,63,2005,sg_app_green
13,13,Fred Couples,72,0.629,27.676,44,2005,sg_app_green
14,14,Jay Haas,54,0.615,24.003,39,2005,sg_app_green
15,15,Tim Clark,92,0.608,39.498,65,2005,sg_app_green
16,16,Scott Verplank,87,0.593,39.16,66,2005,sg_app_green
17,17,Brian Davis,75,0.592,37.879,64,2005,sg_app_green
18,18,Mark Calcavecchia,92,0.586,45.137,77,2005,sg_app_green
19,19,Adam Scott,72,0.566,29.408,52,2005,sg_app_green
20,20,Phil Mickelson,81,0.565,28.237,50,2005,sg_app_green
21,21,Corey Pavin,77,0.556,33.904,61,2005,sg_app_green
22,22,David Toms,87,0.546,34.968,64,2005,sg_app_green
23,23,Joey Sindelar,104,0.532,52.665,99,2005,sg_app_green
24,24,Stewart Cink,98,0.529,37.581,71,2005,sg_app_green
25,25,Joe Durant,81,0.523,36.057,69,2005,sg_app_green
26,26,Sergio Garcia,73,0.522,27.162,52,2005,sg_app_green
27,27,Woody Austin,100,0.49,44.554,91,2005,sg_app_green
T28,T28,Chad Campbell,95,0.476,36.175,76,2005,sg_app_green
T28,T28,Tom Lehman,69,0.476,23.816,50,2005,sg_app_green
30,30,Heath Slocum,103,0.459,41.308,90,2005,sg_app_green
31,31,Bart Bryant,91,0.452,34.83,77,2005,sg_app_green
32,32,Rocco Mediate,73,0.436,28.803,66,2005,sg_app_green
33,33,Jason Bohn,91,0.435,35.678,82,2005,sg_app_green
34,34,Davis Love III,80,0.433,24.674,57,2005,sg_app_green
T35,T35,Fred Funk,102,0.427,34.984,82,2005,sg_app_green
T35,T35,Bo Van Pelt,112,0.427,39.668,93,2005,sg_app_green
37,37,Craig Barlow,81,0.425,27.172,64,2005,sg_app_green
38,38,Brad Faxon,75,0.415,24.086,58,2005,sg_app_green
39,39,Dudley Hart,84,0.41,29.921,73,2005,sg_app_green
40,40,Olin Browne,99,0.407,34.214,84,2005,sg_app_green
41,41,Jeff Maggert,79,0.403,24.201,60,2005,sg_app_green
42,42,Justin Rose,99,0.399,35.503,89,2005,sg_app_green
43,43,Carl Pettersson,109,0.394,37.066,94,2005,sg_app_green
44,44,Justin Leonard,78,0.393,21.616,55,2005,sg_app_green
45,45,Bernhard Langer,67,0.39,17.92,46,2005,sg_app_green
46,46,Greg Owen,84,0.386,27.412,71,2005,sg_app_green
47,47,Tommy Armour III,103,0.378,34.809,92,2005,sg_app_green
48,48,J.J. Henry,102,0.371,32.256,87,2005,sg_app_green
49,49,Stephen Ames,82,0.369,22.483,61,2005,sg_app_green
50,50,Carlos Franco,78,0.368,24.66,67,2005,sg_app_green
51,51,John Senden,101,0.362,32.914,91,2005,sg_app_green
52,52,Jeff Sluman,94,0.356,30.268,85,2005,sg_app_green
53,53,Retief Goosen,71,0.336,14.469,43,2005,sg_app_green
54,54,Dan Forsman,52,0.332,15.597,47,2005,sg_app_green
55,55,Stephen Leaney,89,0.331,25.144,76,2005,sg_app_green
56,56,Brandt Jobe,96,0.314,25.745,82,2005,sg_app_green
57,57,Vaughn Taylor,99,0.312,28.04,90,2005,sg_app_green
58,58,Billy Mayfair,114,0.304,30.98,102,2005,sg_app_green
59,59,Rod Pampling,89,0.302,21.111,70,2005,sg_app_green
60,60,Omar Uresti,84,0.294,21.747,74,2005,sg_app_green
61,61,Jerry Kelly,101,0.292,22.194,76,2005,sg_app_green
62,62,John Huston,90,0.291,23.251,80,2005,sg_app_green
63,63,Tim Petrovic,97,0.268,21.446,80,2005,sg_app_green
64,64,Arjun Atwal,65,0.256,15.63,61,2005,sg_app_green
65,65,Lucas Glover,88,0.25,19.746,79,2005,sg_app_green
66,66,Lee Janzen,75,0.245,14.702,60,2005,sg_app_green
T67,T67,José María Olazábal,55,0.239,9.784,41,2005,sg_app_green
T67,T67,Craig Perks,67,0.239,14.118,59,2005,sg_app_green
69,69,Doug Barron,70,0.222,14.436,65,2005,sg_app_green
70,70,Harrison Frazar,105,0.21,19.754,94,2005,sg_app_green
71,71,Stuart Appleby,84,0.206,12.949,63,2005,sg_app_green
72,72,Brenden Pappas,51,0.204,9.996,49,2005,sg_app_green
73,73,D.J. Trahan,81,0.203,14.448,71,2005,sg_app_green
74,74,Peter Lonard,85,0.198,13.049,66,2005,sg_app_green
75,75,Richard Johnson,50,0.19,8.759,46,2005,sg_app_green
76,76,Tim Herron,100,0.189,14.715,78,2005,sg_app_green
77,77,Brian Bateman,98,0.179,15.374,86,2005,sg_app_green
78,78,Robert Gamez,91,0.178,14.456,81,2005,sg_app_green
79,79,Joey Snyder III,102,0.177,16.263,92,2005,sg_app_green
80,80,Phillip Price,77,0.163,10.45,64,2005,sg_app_green
81,81,Hunter Haas,83,0.162,11.828,73,2005,sg_app_green
82,82,J.L. Lewis,98,0.161,13.194,82,2005,sg_app_green
83,83,Jonathan Kaye,77,0.155,9.951,64,2005,sg_app_green
84,84,Duffy Waldorf,86,0.154,10.943,71,2005,sg_app_green
T85,T85,Glen Hnatiuk,59,0.144,7.329,51,2005,sg_app_green
T85,T85,Steve Stricker,62,0.144,8.492,59,2005,sg_app_green
T87,T87,Shaun Micheel,81,0.14,8.971,64,2005,sg_app_green
T87,T87,Dean Wilson,86,0.14,11.226,80,2005,sg_app_green
89,89,David Hearn,68,0.139,8.476,61,2005,sg_app_green
90,90,Darron Stiles,78,0.128,8.977,70,2005,sg_app_green
91,91,D.A. Points,94,0.124,10.321,83,2005,sg_app_green
92,92,Brett Wetterich,76,0.122,8.298,68,2005,sg_app_green
93,93,Billy Andrade,83,0.12,8.865,74,2005,sg_app_green
94,94,Thomas Levet,54,0.117,4.214,36,2005,sg_app_green
95,95,Tom Pernice Jr.,111,0.116,10.346,89,2005,sg_app_green
T96,T96,Scott Gutschewski,86,0.112,8.063,72,2005,sg_app_green
T96,T96,Arron Oberholser,65,0.112,5.713,51,2005,sg_app_green
98,98,Briny Baird,98,0.105,9.376,89,2005,sg_app_green
99,99,Steve Lowery,100,0.098,8.562,87,2005,sg_app_green
100,100,Freddie Jacobson,72,0.096,5.357,56,2005,sg_app_green
101,101,Lee Westwood,50,0.089,2.937,33,2005,sg_app_green
102,102,Zach Johnson,96,0.08,6.669,83,2005,sg_app_green
103,103,Bob Tway,87,0.075,4.931,66,2005,sg_app_green
104,104,Tom Byrum,83,0.073,5.576,76,2005,sg_app_green
105,105,Hidemichi Tanaka,106,0.071,6.752,95,2005,sg_app_green
106,106,Brendan Jones,81,0.063,4.574,73,2005,sg_app_green
107,107,Frank Lickliter II,100,0.058,5.005,86,2005,sg_app_green
108,108,Brett Quigley,96,0.056,4.73,85,2005,sg_app_green
109,109,Charles Howell III,95,0.047,3.361,72,2005,sg_app_green
110,110,Bradley Hughes,52,0.036,1.753,49,2005,sg_app_green
111,111,Ted Purdy,122,0.034,3.399,100,2005,sg_app_green
112,112,Geoff Ogilvy,97,0.029,2.186,75,2005,sg_app_green
113,113,Mathias Grönberg,60,0.02,1.116,56,2005,sg_app_green
114,114,J.P. Hayes,63,0.011,0.559,53,2005,sg_app_green
115,115,Sean O'Hair,103,0.004,0.384,86,2005,sg_app_green
116,116,Ryuji Imada,78,-0.008,-0.524,67,2005,sg_app_green
117,117,Kevin Sutherland,89,-0.01,-0.767,74,2005,sg_app_green
118,118,Robert Damron,89,-0.011,-0.848,80,2005,sg_app_green
119,119,Hunter Mahan,103,-0.018,-1.654,93,2005,sg_app_green
120,120,Cameron Beckman,96,-0.022,-1.887,85,2005,sg_app_green
121,121,Franklin Langham,91,-0.025,-1.932,77,2005,sg_app_green
122,122,Ryan Palmer,101,-0.026,-2.126,81,2005,sg_app_green
123,123,Andrew Magee,82,-0.028,-1.966,71,2005,sg_app_green
124,124,Michael Allen,90,-0.03,-2.316,77,2005,sg_app_green
T125,T125,Padraig Harrington,50,-0.031,-1.259,41,2005,sg_app_green
T125,T125,John Rollins,97,-0.031,-2.605,83,2005,sg_app_green
127,127,Todd Hamilton,94,-0.032,-2.363,75,2005,sg_app_green
128,128,Steve Elkington,67,-0.033,-1.836,55,2005,sg_app_green
129,129,Steve Jones,56,-0.035,-1.61,46,2005,sg_app_green
T130,T130,Jonathan Byrd,103,-0.037,-3.464,94,2005,sg_app_green
T130,T130,John Cook,72,-0.037,-2.21,59,2005,sg_app_green
132,132,Neal Lancaster,95,-0.05,-4.293,86,2005,sg_app_green
133,133,Roland Thatcher,75,-0.054,-3.669,68,2005,sg_app_green
T134,T134,Tag Ridings,93,-0.056,-4.733,84,2005,sg_app_green
T134,T134,Kirk Triplett,55,-0.056,-2.442,44,2005,sg_app_green
T136,T136,Kevin Na,88,-0.058,-4.624,80,2005,sg_app_green
T136,T136,Rory Sabbatini,81,-0.058,-3.506,60,2005,sg_app_green
138,138,Charles Warren,89,-0.077,-6.26,81,2005,sg_app_green
139,139,Will MacKenzie,75,-0.085,-5.767,68,2005,sg_app_green
140,140,Mario Tiziani,67,-0.09,-5.461,61,2005,sg_app_green
141,141,Marco Dawson,82,-0.092,-7.294,79,2005,sg_app_green
142,142,Scott McCarron,78,-0.103,-6.3,61,2005,sg_app_green
143,143,Bill Glasson,54,-0.107,-4.69,44,2005,sg_app_green
144,144,Chris Smith,93,-0.109,-9.387,86,2005,sg_app_green
145,145,John Daly,78,-0.113,-6.353,56,2005,sg_app_green
146,146,Patrick Sheehan,114,-0.144,-13.969,97,2005,sg_app_green
147,147,Daniel Chopra,108,-0.152,-14.173,93,2005,sg_app_green
148,148,Paul Gow,78,-0.162,-11.048,68,2005,sg_app_green
149,149,D.J. Brigman,76,-0.177,-10.991,62,2005,sg_app_green
150,150,Pat Perez,89,-0.178,-13.181,74,2005,sg_app_green
151,151,Jesper Parnevik,84,-0.179,-12.169,68,2005,sg_app_green
152,152,Kevin Stadler,96,-0.189,-15.647,83,2005,sg_app_green
153,153,Mark Wilson,74,-0.199,-12.747,64,2005,sg_app_green
154,154,Paul Claxton,79,-0.204,-13.445,66,2005,sg_app_green
155,155,Jay Williamson,53,-0.211,-9.902,47,2005,sg_app_green
156,156,Ben Crane,78,-0.215,-14.002,65,2005,sg_app_green
157,157,Kent Jones,99,-0.217,-19.088,88,2005,sg_app_green
158,158,Jeff Hart,63,-0.218,-12.641,58,2005,sg_app_green
159,159,K.J. Choi,78,-0.221,-11.922,54,2005,sg_app_green
160,160,Rich Beem,66,-0.227,-10.9,48,2005,sg_app_green
161,161,Joe Ogilvie,103,-0.254,-20.098,79,2005,sg_app_green
162,162,Paul Azinger,66,-0.267,-15.776,59,2005,sg_app_green
163,163,Ben Curtis,65,-0.269,-13.436,50,2005,sg_app_green
164,164,Nick Watney,91,-0.272,-21.774,80,2005,sg_app_green
165,165,Aaron Baddeley,84,-0.28,-21.301,76,2005,sg_app_green
166,166,Larry Mize,54,-0.292,-13.417,46,2005,sg_app_green
167,167,Jim Carter,62,-0.294,-16.17,55,2005,sg_app_green
168,168,Ian Poulter,62,-0.31,-11.166,36,2005,sg_app_green
169,169,Scott Hend,75,-0.315,-20.485,65,2005,sg_app_green
170,170,Todd Fischer,99,-0.32,-28.124,88,2005,sg_app_green
171,171,Mark Hensby,70,-0.322,-16.091,50,2005,sg_app_green
172,172,Glen Day,80,-0.323,-23.927,74,2005,sg_app_green
173,173,Matt Kuchar,60,-0.337,-18.892,56,2005,sg_app_green
174,174,Mike Weir,71,-0.346,-16.267,47,2005,sg_app_green
175,175,Justin Bolli,65,-0.351,-20.738,59,2005,sg_app_green
176,176,Rob Rashell,65,-0.354,-19.49,55,2005,sg_app_green
177,177,Michael Long,72,-0.362,-23.157,64,2005,sg_app_green
178,178,Matt Gogel,78,-0.364,-24.763,68,2005,sg_app_green
179,179,Tom Gillis,77,-0.365,-25.191,69,2005,sg_app_green
180,180,Chris Anderson,66,-0.373,-21.62,58,2005,sg_app_green
181,181,James Driscoll,73,-0.391,-24.616,63,2005,sg_app_green
182,182,Steve Allan,102,-0.392,-34.86,89,2005,sg_app_green
183,183,Danny Briggs,70,-0.407,-25.235,62,2005,sg_app_green
184,184,Charlie Wi,67,-0.415,-25.322,61,2005,sg_app_green
T185,T185,Gavin Coles,70,-0.419,-26.807,64,2005,sg_app_green
T185,T185,Hideto Tanihara,50,-0.419,-18.874,45,2005,sg_app_green
187,187,Steve Flesch,90,-0.438,-28.036,64,2005,sg_app_green
188,188,Skip Kendall,80,-0.448,-31.781,71,2005,sg_app_green
189,189,Jason Allred,75,-0.463,-29.605,64,2005,sg_app_green
190,190,Bob Heintz,67,-0.464,-28.748,62,2005,sg_app_green
191,191,Brian Gay,101,-0.523,-48.599,93,2005,sg_app_green
192,192,José Coceres,56,-0.538,-28.513,53,2005,sg_app_green
193,193,Hank Kuehne,84,-0.599,-44.914,75,2005,sg_app_green
194,194,Tjaart van der Walt,56,-0.656,-35.413,54,2005,sg_app_green
195,195,Brent Geiberger,61,-0.665,-34.586,52,2005,sg_app_green
196,196,Dennis Paulson,63,-0.683,-38.932,57,2005,sg_app_green
197,197,Mark O'Meara,66,-0.694,-36.096,52,2005,sg_app_green
198,198,Mark Brooks,72,-0.733,-46.186,63,2005,sg_app_green
